id,date,umpire,home,away,home_team_runs,away_team_runs,pitches_called,incorrect_calls,correct_calls,accuracy,consistency,favor_home,total_run_impact
1,2022-11-05,53,11,21,4,1,124,4,120,96.8,97.6,0.09,0.75
2,2022-11-03,51,21,11,2,3,149,6,143,96,97.3,-0.12,0.58
3,2022-11-02,90,21,11,0,5,124,7,117,94.4,92.7,-0.1,0.56
4,2022-11-01,29,21,11,7,0,140,5,135,96.4,92.9,0.63,0.73
5,2022-10-29,71,11,21,5,2,129,0,129,100,96.1,0,0
6,2022-10-28,39,11,21,5,6,173,10,163,94.2,91.9,0.13,0.85
7,2022-10-23,74,21,23,4,3,132,4,128,97,95.5,0.09,0.49
8,2022-10-23,3,19,11,5,6,164,8,156,95.1,90.9,1.02,1.38
9,2022-10-22,7,19,11,0,5,158,9,149,94.3,96.2,0.55,1.27
10,2022-10-22,2,21,23,10,6,144,8,136,94.4,96.5,0.43,0.79
11,2022-10-21,87,21,23,4,2,144,6,138,95.8,92.4,-0.07,0.45
12,2022-10-20,27,11,19,3,2,126,6,120,95.2,93.7,-0.13,0.67
13,2022-10-19,54,23,21,8,5,160,6,154,96.2,91.9,0.05,0.85
14,2022-10-19,66,11,19,4,2,149,9,140,94,93.3,0.43,1.49
15,2022-10-18,4,19,7,5,1,132,6,126,95.5,95.5,0.24,0.56
16,2022-10-18,14,23,21,0,2,118,4,114,96.6,94.9,0.13,0.25
17,2022-10-16,92,7,19,2,4,130,5,125,96.2,96.2,-0.21,0.47
18,2022-10-15,86,21,2,8,3,129,8,121,93.8,92.2,0.65,1.17
19,2022-10-15,64,24,11,0,1,219,16,203,92.7,92.2,-0.68,1.72
20,2022-10-15,29,7,19,6,5,149,9,140,94,96.6,-0.92,1.26
21,2022-10-15,50,23,14,5,3,158,11,147,93,94.9,1.14,1.8
22,2022-10-14,42,19,7,2,4,197,13,184,93.4,91.9,-0.11,1.97
23,2022-10-14,11,21,2,9,1,128,10,118,92.2,89.8,0.47,0.93
24,2022-10-14,60,23,14,2,1,178,8,170,95.5,95.5,0.82,1.72
25,2022-10-13,40,11,24,4,2,141,7,134,95,96.5,0.35,0.81
26,2022-10-12,69,2,21,3,0,112,7,105,93.8,95.5,0.14,0.88
27,2022-10-12,24,14,23,3,5,160,11,149,93.1,91.9,0.58,1.58
28,2022-10-11,32,2,21,6,7,164,4,160,97.6,96.3,-0.4,0.78
29,2022-10-11,71,11,24,8,7,146,6,140,95.9,94.5,0.39,0.79
30,2022-10-11,51,19,7,4,1,121,7,114,94.2,93.4,-0.5,1.16
31,2022-10-11,90,14,23,5,3,138,10,128,92.8,94.2,0.24,0.92
32,2022-10-09,22,18,23,0,6,132,5,127,96.2,94.7,0.48,0.6
33,2022-10-08,2,7,27,1,0,204,7,197,96.6,95.6,0,0.9
34,2022-10-08,88,29,24,9,10,169,9,160,94.7,95.3,-0.33,1.61
35,2022-10-08,23,18,23,7,3,205,8,197,96.1,93.7,1.4,1.84
36,2022-10-08,91,26,21,0,2,143,4,139,97.2,95.8,0.21,0.67
37,2022-10-07,33,7,27,2,1,108,12,96,88.9,88,0.01,0.79
38,2022-10-07,27,26,21,3,6,179,13,166,92.7,91.6,0.14,2.22
39,2022-10-07,54,29,24,0,4,113,11,102,90.3,92,0.54,1.08
40,2022-10-07,3,18,23,1,7,139,7,132,95,97.1,-0.26,0.72
41,2022-10-05,11,3,29,5,4,140,9,131,93.6,93.6,-0.98,1.72
42,2022-10-05,14,3,29,1,5,151,6,145,96,92.7,0.22,0.9
43,2022-10-05,1,20,13,3,2,122,5,117,95.9,96.7,0.33,0.43
44,2022-10-05,40,22,26,5,3,135,10,125,92.6,93.3,1.15,1.87
45,2022-10-05,57,28,19,4,2,131,9,122,93.1,93.1,0.18,0.82
46,2022-10-05,82,6,5,2,15,187,6,181,96.8,94.7,-1.17,1.17
47,2022-10-05,30,7,12,9,2,122,4,118,96.7,95.1,0.02,0.3
48,2022-10-05,39,18,30,9,2,138,13,125,90.6,89.9,-0.73,1.17
49,2022-10-05,29,24,10,5,4,134,9,125,93.3,93.3,-0.37,1.35
50,2022-10-05,62,23,25,1,8,148,10,138,93.2,92.6,0.05,1.43
51,2022-10-05,90,4,27,6,3,176,12,164,93.2,90.9,0.72,2.42
52,2022-10-05,61,11,21,3,2,146,9,137,93.8,92.5,0.13,1.15
53,2022-10-05,75,9,17,1,10,156,8,148,94.9,95.5,-0.14,0.7
54,2022-10-05,60,15,2,12,9,177,16,161,91,93.2,0.03,1.95
55,2022-10-05,26,16,1,2,4,129,9,120,93,96.9,0.5,0.98
56,2022-10-05,41,14,8,6,1,126,10,116,92.1,96,0.65,1.31
57,2022-10-04,37,28,19,4,5,129,10,119,92.2,94.6,-0.53,0.91
58,2022-10-04,24,28,19,3,2,145,10,135,93.1,90.3,-1.03,2.03
59,2022-10-04,27,18,30,4,2,134,11,123,91.8,95.5,0.36,1.1
60,2022-10-04,9,18,30,8,0,162,8,154,95.1,90.7,0.7,0.98
61,2022-10-04,69,7,12,5,3,127,6,121,95.3,92.9,-0.05,0.37
62,2022-10-04,23,24,10,7,6,166,6,160,96.4,96.4,0.12,0.7
63,2022-10-04,10,24,10,9,6,162,17,145,89.5,96.3,-0.28,2.44
64,2022-10-04,13,22,26,7,8,189,15,174,92.1,94.2,-0.42,2.54
65,2022-10-04,73,6,5,3,2,146,8,138,94.5,97.3,1.03,1.29
66,2022-10-04,51,15,2,1,2,167,10,157,94,96.4,0.23,1.39
67,2022-10-04,19,4,27,6,0,96,6,90,93.8,95.8,0.02,0.46
68,2022-10-04,66,16,1,3,0,152,6,146,96.1,92.8,0.03,0.97
69,2022-10-04,28,11,21,10,0,138,9,129,93.5,94.2,0.94,1.28
70,2022-10-04,7,9,17,8,3,121,11,110,90.9,95.9,1.05,2.17
71,2022-10-04,53,20,13,2,1,125,9,116,92.8,92,-0.38,0.84
72,2022-10-04,74,23,25,6,2,125,7,118,94.4,92,0.62,0.9
73,2022-10-04,18,14,8,2,5,135,11,124,91.9,91.9,0.11,0.95
74,2022-10-03,87,7,12,2,5,154,9,145,94.2,97.4,-0.99,1.19
75,2022-10-03,45,22,26,3,2,156,10,146,93.6,94.2,0.14,0.94
76,2022-10-03,6,6,5,3,1,127,4,123,96.9,93.7,-0.26,0.86
77,2022-10-03,59,15,2,4,0,140,12,128,91.4,84.3,-0.07,1.37
78,2022-10-03,33,3,29,1,5,115,15,100,87,90.4,-0.14,1.4
79,2022-10-03,8,28,19,1,3,131,9,122,93.1,93.1,0.31,0.85
80,2022-10-03,56,4,27,4,3,136,14,122,89.7,89.7,-0.63,1.61
81,2022-10-03,88,16,1,6,5,165,7,158,95.8,97,0.02,0.46
82,2022-10-03,55,11,21,0,3,145,6,139,95.9,94.5,0.39,0.39
83,2022-10-03,54,9,17,3,2,117,1,116,99.1,97.4,0.05,0.05
84,2022-10-03,92,20,13,5,4,156,8,148,94.9,94.9,0.08,1.22
85,2022-10-03,83,24,10,3,4,142,8,134,94.4,98.6,-0.58,1.38
86,2022-10-03,4,23,25,7,4,173,11,162,93.6,93.6,-0.63,2.39
87,2022-10-03,58,14,8,1,2,141,10,131,92.9,92.2,-0.33,0.69
88,2022-10-02,85,10,17,5,2,158,12,146,92.4,93,0.07,1.59
89,2022-10-02,50,30,21,1,8,116,10,106,91.4,88.8,-0.28,1.74
90,2022-10-02,80,19,3,1,3,192,12,180,93.8,92.7,0.4,2.42
91,2022-10-02,36,29,4,6,3,139,11,128,92.1,94.2,-0.66,1.44
92,2022-10-02,82,7,12,7,5,170,9,161,94.7,94.1,0.43,1.09
93,2022-10-02,47,11,27,3,1,137,4,133,97.1,93.4,0.58,0.8
94,2022-10-02,20,16,15,3,4,196,9,187,95.4,96.4,0.35,1.13
95,2022-10-02,76,26,22,5,7,178,10,168,94.4,91,0.59,1.29
96,2022-10-02,91,5,6,8,1,165,10,155,93.9,97,-0.32,1.56
97,2022-10-02,86,25,1,4,3,172,4,168,97.7,95.9,-0.29,0.29
98,2022-10-02,29,13,28,8,3,147,10,137,93.2,93.2,-0.52,1.46
99,2022-10-02,70,14,8,1,4,128,10,118,92.2,92.2,-0.24,1.22
100,2022-10-02,32,24,20,3,10,151,12,139,92.1,88.1,-1.14,1.68
101,2022-10-02,77,23,9,1,2,153,10,143,93.5,95.4,0.55,0.85
102,2022-10-02,65,2,18,5,3,155,7,148,95.5,93.5,0.1,0.88
103,2022-10-01,3,30,21,13,4,155,10,145,93.5,90.3,-0.48,1.52
104,2022-10-01,81,30,21,2,8,152,11,141,92.8,94.7,0.38,0.96
105,2022-10-01,60,19,3,8,0,115,2,113,98.3,100,-0.03,0.19
106,2022-10-01,40,5,6,2,1,145,10,135,93.1,96.6,-0.59,1.35
107,2022-10-01,71,29,4,10,0,153,11,142,92.8,94.1,0.02,1.44
108,2022-10-01,41,25,1,4,8,160,11,149,93.1,93.1,-0.58,2.04
109,2022-10-01,84,24,20,5,1,138,12,126,91.3,90.6,0.07,2.31
110,2022-10-01,90,7,12,1,7,163,9,154,94.5,96.3,-0.43,0.77
111,2022-10-01,21,10,17,3,2,138,12,126,91.3,96.4,-0.13,1.33
112,2022-10-01,38,16,15,3,4,161,12,149,92.5,91.3,0.29,1.41
113,2022-10-01,42,26,22,13,3,162,5,157,96.9,94.4,-0.26,0.64
114,2022-10-01,39,11,27,2,1,128,5,123,96.1,96.9,0.13,0.71
115,2022-10-01,16,2,18,4,2,120,3,117,97.5,99.2,0.02,0.18
116,2022-10-01,1,23,9,5,2,144,10,134,93.1,91.7,-2.37,2.87
117,2022-10-01,10,13,28,3,2,97,3,94,96.9,97.9,-0.29,0.29
118,2022-10-01,62,14,8,6,4,168,3,165,98.2,96.4,0.51,0.67
119,2022-09-30,64,30,21,1,5,180,13,167,92.8,93.3,-0.83,1.27
120,2022-09-30,13,5,6,6,1,132,14,118,89.4,89.4,-0.69,1.21
121,2022-09-30,51,19,3,1,2,168,15,153,91.1,93.5,0.05,1.47
122,2022-09-30,8,29,4,9,0,139,7,132,95,94.2,-0.31,0.91
123,2022-09-30,19,7,12,6,3,116,10,106,91.4,94,0.2,1.02
124,2022-09-30,49,10,17,0,7,140,4,136,97.1,95.7,-0.28,0.5
125,2022-09-30,69,2,18,5,2,117,6,111,94.9,94,-0.06,0.58
126,2022-09-30,9,11,27,3,7,124,5,119,96,94.4,0.39,1.23
127,2022-09-30,2,16,15,1,0,111,2,109,98.2,93.7,0.91,0.91
128,2022-09-30,22,26,22,2,1,152,8,144,94.7,94.7,-0.18,0.9
129,2022-09-30,31,13,28,4,1,129,11,118,91.5,92.2,0.33,1.01
130,2022-09-30,55,24,20,2,1,137,13,124,90.5,92,0.35,1.53
131,2022-09-30,53,23,9,1,3,150,9,141,94,92.7,0.12,0.96
132,2022-09-30,74,14,8,10,1,140,8,132,94.3,95,-0.82,1.2
133,2022-09-30,18,25,1,10,4,161,9,152,94.4,95.7,-0.16,0.88
134,2022-09-29,25,10,12,10,3,133,5,128,96.2,94.7,-0.16,0.38
135,2022-09-29,45,17,9,3,4,148,8,140,94.6,95.9,-0.35,0.91
136,2022-09-29,66,4,3,5,3,156,14,142,91,93.6,0.65,1.29
137,2022-09-29,87,5,21,2,0,152,14,138,90.8,93.4,-0.98,2.06
138,2022-09-29,30,7,27,2,1,131,6,125,95.4,93.9,0.56,1.12
139,2022-09-29,89,16,15,2,4,143,6,137,95.8,94.4,-0.11,0.65
140,2022-09-29,58,13,20,4,2,130,9,121,93.1,92.3,1.24,1.82
141,2022-09-29,35,23,14,2,5,167,11,156,93.4,94.6,-1.02,2.12
142,2022-09-29,92,24,28,10,9,194,11,183,94.3,92.8,0.07,1.49
143,2022-09-29,83,25,8,6,4,139,5,134,96.4,96.4,-0.01,0.41
144,2022-09-28,5,22,6,4,3,130,5,125,96.2,94.6,0.36,0.74
145,2022-09-28,80,7,27,2,1,156,3,153,98.1,99.4,0.11,0.27
146,2022-09-28,16,10,12,2,1,149,8,141,94.6,93.3,-0.62,1.02
147,2022-09-28,20,30,2,3,2,148,8,140,94.6,94.6,-0.21,1.21
148,2022-09-28,15,29,19,3,8,155,5,150,96.8,95.5,-0.15,0.53
149,2022-09-28,85,4,3,3,1,136,8,128,94.1,94.1,0.39,0.83
150,2022-09-28,50,18,15,5,4,189,20,169,89.4,90.5,0.91,2.61
151,2022-09-28,65,5,21,4,2,122,7,115,94.3,91,-0.94,1.26
152,2022-09-28,91,17,9,8,4,145,18,127,87.6,89.7,-0.42,2.96
153,2022-09-28,27,16,26,5,1,168,11,157,93.5,93.5,-0.54,2.16
154,2022-09-28,4,11,1,2,5,137,10,127,92.7,89.8,0.06,1.2
155,2022-09-28,86,13,20,4,1,146,17,129,88.4,91.8,-0.19,2.75
156,2022-09-28,32,23,14,0,1,169,10,159,94.1,94.1,0.37,1.47
157,2022-09-28,77,24,28,3,1,121,13,108,89.3,91.7,-0.48,1.52
158,2022-09-28,29,25,8,6,3,170,19,151,88.8,91.8,1.31,3.83
159,2022-09-27,60,7,27,5,6,192,11,181,94.3,92.2,0.38,1.46
160,2022-09-27,36,22,6,4,1,154,10,144,93.5,94.2,-0.16,1.32
161,2022-09-27,42,10,12,4,3,143,7,136,95.1,90.9,-0.34,1.02
162,2022-09-27,38,30,2,2,8,138,8,130,94.2,92.8,0.32,0.84
163,2022-09-27,82,29,19,2,5,151,7,144,95.4,94.7,0.89,1.45
164,2022-09-27,37,4,3,13,9,210,13,197,93.8,90.5,-0.64,1.78
165,2022-09-27,81,18,15,4,6,177,15,162,91.5,89.8,2.72,3.16
166,2022-09-27,69,5,21,2,1,103,9,94,91.3,93.2,-0.04,0.6
167,2022-09-27,40,17,9,4,0,120,6,114,95,95.8,0.02,0.58
168,2022-09-27,47,16,26,2,6,180,13,167,92.8,92.2,0.79,1.61
169,2022-09-27,70,11,1,10,2,176,12,164,93.2,90.9,0.01,1.23
170,2022-09-27,41,13,20,4,3,133,12,121,91,93.2,-0.59,1.29
171,2022-09-27,84,23,14,4,3,195,11,184,94.4,91.3,-0.31,1.21
172,2022-09-27,1,24,28,0,5,173,11,162,93.6,94.8,0.07,2.03
173,2022-09-27,10,25,8,5,2,141,7,134,95,93.6,-0.37,1.19
174,2022-09-26,71,22,6,8,3,162,3,159,98.1,95.1,-0.15,0.37
175,2022-09-26,2,30,2,0,8,134,9,125,93.3,92.5,-0.13,0.95
176,2022-09-26,56,29,19,3,2,149,5,144,96.6,94.6,0.31,0.83
177,2022-09-26,49,4,3,8,14,187,7,180,96.3,95.2,0.45,0.89
178,2022-09-25,30,3,11,3,6,178,12,166,93.3,91,-0.37,1.83
179,2022-09-25,24,21,2,7,8,172,9,163,94.8,94.8,-0.02,0.78
180,2022-09-25,61,27,29,1,7,153,9,144,94.1,92.8,0.37,1.43
181,2022-09-25,19,22,5,3,8,163,8,155,95.1,92,0.51,1.09
182,2022-09-25,11,15,30,1,6,145,8,137,94.5,94.5,0.76,0.76
183,2022-09-25,23,6,16,2,1,151,12,139,92.1,94,-0.65,1.53
184,2022-09-25,3,12,24,13,12,197,11,186,94.4,94.9,-0.65,1.21
185,2022-09-25,28,17,13,3,10,159,4,155,97.5,96.9,0.51,0.65
186,2022-09-25,18,9,10,1,4,142,6,136,95.8,97.9,0.51,0.81
187,2022-09-25,72,28,7,4,10,147,6,141,95.9,95.9,0.1,0.7
188,2022-09-25,90,8,23,6,13,181,15,166,91.7,91.2,-0.17,1.47
189,2022-09-25,13,1,25,2,3,166,14,152,91.6,95.8,-0.29,1.25
190,2022-09-25,39,20,18,4,13,162,12,150,92.6,92.6,-0.68,1.28
191,2022-09-25,53,14,26,4,1,133,13,120,90.2,88.7,0.09,1.89
192,2022-09-25,22,19,4,2,0,109,12,97,89,90.8,-0.52,1.38
193,2022-09-24,25,19,4,7,5,175,10,165,94.3,94.9,0.63,1.13
194,2022-09-24,35,21,2,3,6,162,9,153,94.4,94.4,0.41,1.09
195,2022-09-24,9,20,18,10,4,142,10,132,93,90.8,0.21,1.23
196,2022-09-24,26,27,29,1,3,139,10,129,92.8,92.8,-0.76,1.24
197,2022-09-24,78,15,30,4,1,114,6,108,94.7,96.5,0.11,0.39
198,2022-09-24,15,22,5,6,0,127,7,120,94.5,93.7,-0.15,0.85
199,2022-09-24,51,6,16,2,10,153,8,145,94.8,93.5,-0.33,0.71
200,2022-09-24,75,3,11,10,11,173,9,164,94.8,93.1,0.49,1.53
201,2022-09-24,36,28,7,2,4,116,6,110,94.8,93.1,-0.13,0.77
202,2022-09-24,64,12,24,5,6,175,6,169,96.6,96.6,-0.26,1.04
203,2022-09-24,20,17,13,8,4,153,5,148,96.7,94.8,-0.21,1.25
204,2022-09-24,58,9,10,2,7,131,9,122,93.1,93.1,-0.25,1.07
205,2022-09-24,85,8,23,3,9,156,11,145,92.9,92.9,0.47,0.93
206,2022-09-24,45,1,25,5,2,124,9,115,92.7,92.7,0.06,1.54
207,2022-09-24,87,14,26,6,2,139,9,130,93.5,93.5,-0.34,0.9
208,2022-09-23,82,22,5,5,6,199,12,187,94,93,-0.5,2.26
209,2022-09-23,68,15,30,5,2,125,7,118,94.4,89.6,-0.56,0.88
210,2022-09-23,80,6,16,3,5,175,10,165,94.3,92,-0.7,1.46
211,2022-09-23,7,3,11,6,0,121,8,113,93.4,93.4,0.37,0.89
212,2022-09-23,37,21,2,9,1,163,9,154,94.5,93.3,-0.76,1.02
213,2022-09-23,14,19,4,5,4,160,14,146,91.2,91.2,1.32,2.38
214,2022-09-23,89,27,29,10,6,166,12,154,92.8,92.2,-0.15,1.37
215,2022-09-23,71,28,7,3,6,157,8,149,94.9,93.6,-0.22,0.98
216,2022-09-23,88,8,23,4,3,167,16,151,90.4,93.4,-0.3,2.06
217,2022-09-23,50,12,24,5,1,132,6,126,95.5,95.5,-0.11,0.71
218,2022-09-23,38,17,13,2,4,153,10,143,93.5,91.5,0.45,2.51
219,2022-09-23,59,9,10,3,5,141,10,131,92.9,95.7,0.15,0.97
220,2022-09-23,27,20,18,2,9,126,7,119,94.4,95.2,0.16,0.86
221,2022-09-23,91,1,25,5,6,185,9,176,95.1,93.5,0.5,1.04
222,2022-09-23,65,14,26,0,11,154,13,141,91.6,94.2,-1.13,1.91
223,2022-09-22,33,28,13,5,3,143,9,134,93.7,91.6,0.23,0.67
224,2022-09-22,86,12,17,4,1,143,12,131,91.6,90.2,-0.87,1.11
225,2022-09-22,69,8,25,0,3,144,5,139,96.5,93.8,0,0.68
226,2022-09-22,16,20,24,5,9,153,12,141,92.2,93.5,0.27,2.13
227,2022-09-22,40,23,26,4,5,160,5,155,96.9,93.8,-0.06,0.56
228,2022-09-22,56,22,5,2,3,155,7,148,95.5,93.5,0.13,0.83
229,2022-09-22,73,27,29,10,5,172,7,165,95.9,94.8,-0.05,0.77
230,2022-09-22,60,6,16,1,5,152,8,144,94.7,96.7,-0.07,0.67
231,2022-09-22,54,3,11,2,0,97,14,83,85.6,92.8,-0.08,1.14
232,2022-09-22,8,21,2,1,0,137,13,124,90.5,91.2,-0.1,1.84
233,2022-09-22,17,19,4,5,4,169,10,159,94.1,95.3,-0.42,1.22
234,2022-09-22,66,9,7,2,4,110,8,102,92.7,95.5,0.4,0.68
235,2022-09-22,47,14,1,3,2,129,12,117,90.7,94.6,0.08,1.32
236,2022-09-21,70,2,30,2,3,157,4,153,97.5,95.5,-0.11,0.21
237,2022-09-21,30,16,18,6,0,148,4,144,97.3,98.6,-0.04,0.36
238,2022-09-21,61,6,4,5,1,132,3,129,97.7,93.9,-0.08,0.2
239,2022-09-21,19,27,11,2,5,128,12,116,90.6,95.3,-0.08,0.88
240,2022-09-21,22,15,5,3,4,161,6,155,96.3,92.5,0.35,0.45
241,2022-09-21,23,21,29,4,3,180,13,167,92.8,95,0.96,1.82
242,2022-09-21,24,3,10,8,1,130,9,121,93.1,91.5,0.12,1.02
243,2022-09-21,2,19,22,14,2,161,5,156,96.9,96.3,0.45,0.55
244,2022-09-21,11,28,13,7,2,137,12,125,91.2,94.9,0.32,1.44
245,2022-09-21,18,12,17,5,2,144,10,134,93.1,91,-0.83,1.47
246,2022-09-21,90,9,7,2,8,136,3,133,97.8,97.8,0.11,0.35
247,2022-09-21,53,8,25,1,6,131,8,123,93.9,95.4,-0.89,0.95
248,2022-09-21,72,20,24,2,1,125,10,115,92,92,-0.36,0.92
249,2022-09-21,13,23,26,1,0,146,10,136,93.2,94.5,0.04,1.66
250,2022-09-21,39,14,1,1,6,134,7,127,94.8,94,0.27,0.77
251,2022-09-20,27,14,1,6,5,174,9,165,94.8,92.5,-0.25,1.79
252,2022-09-20,9,14,1,2,5,117,7,110,94,90.6,-0.29,0.67
253,2022-09-20,26,6,4,3,5,171,11,160,93.6,93.6,-0.14,2.18
254,2022-09-20,15,27,11,0,5,154,7,147,95.5,96.8,-0.39,1.63
255,2022-09-20,25,15,5,1,2,137,8,129,94.2,89.8,0.43,0.99
256,2022-09-20,51,21,29,11,18,159,12,147,92.5,96.2,-0.39,3.27
257,2022-09-20,35,3,10,2,3,128,4,124,96.9,98.4,0.27,0.77
258,2022-09-20,28,19,22,9,8,183,10,173,94.5,94.5,-0.25,2.33
259,2022-09-20,81,2,30,3,2,141,9,132,93.6,95,0.5,0.8
260,2022-09-20,75,16,18,5,7,168,6,162,96.4,93.5,0.21,0.57
261,2022-09-20,78,28,13,2,5,148,3,145,98,97.3,-0.27,0.43
262,2022-09-20,58,12,17,5,4,135,10,125,92.6,96.3,0.2,1.28
263,2022-09-20,85,9,7,7,10,181,10,171,94.5,92.8,-0.13,1.37
264,2022-09-20,87,8,25,3,6,155,21,134,86.5,92.3,0.18,2.88
265,2022-09-20,36,20,24,4,1,147,12,135,91.8,95.9,1.09,2.73
266,2022-09-20,45,23,26,5,0,148,18,130,87.8,87.8,-0.63,2.05
267,2022-09-19,68,7,17,11,4,155,12,143,92.3,91.6,0.48,1.86
268,2022-09-19,91,13,24,1,9,167,13,154,92.2,93.4,-0.58,1.32
269,2022-09-19,82,27,11,0,4,136,6,130,95.6,94.1,-0.14,0.7
270,2022-09-19,14,15,5,10,3,169,6,163,96.4,94.7,0.34,0.8
271,2022-09-19,3,3,10,0,11,147,5,142,96.6,95.9,0.1,0.54
272,2022-09-19,64,2,30,5,2,130,5,125,96.2,97.7,0.99,0.99
273,2022-09-19,7,16,18,2,7,141,7,134,95,94.3,0.31,0.79
274,2022-09-19,65,8,25,7,10,173,19,154,89,90.2,1.87,2.89
